locus,gene,known_res,drug,r_carrier,s_carrier,n_rare_variants,n_total_variants,OR,p,product,p_corrected,significant
Rv2131c,cysQ,False,,0,1,1,1,0.0,0.48648648648648646,,0.8335072200774719,False
Rv2132,Rv2132,False,,1,4,1,1,0.21621621621621623,0.19351726799151076,,0.6475022882270176,False
Rv2133c,Rv2133c,False,,0,2,1,1,0.0,0.23324694557571268,,0.6475022882270176,False
Rv2134c,Rv2134c,False,,4,2,4,4,2.0,0.6748567641704906,,0.9516178317360338,False
Rv2136c,Rv2136c,False,,4,4,5,5,0.9411764705882353,1.0,,1.0,False
Rv2137c,Rv2137c,False,,1,0,2,2,inf,1.0,,1.0,False
Rv2138,lppL,False,,1,2,3,4,0.4594594594594595,0.6095890410958903,,0.911193566611215,False
Rv2139,pyrD,False,,0,2,2,3,0.0,0.23324694557571268,,0.6475022882270176,False
Rv2140c,TB18.6,False,,0,7,1,2,0.0,0.004638684771896191,,0.11499396864595803,False
Rv2141c,Rv2141c,False,,4,5,8,8,0.7294117647058823,0.7324847630581837,,0.9971806778192247,False
Rv2142c,parE2,False,,0,2,2,2,0.0,0.23324694557571268,,0.6475022882270176,False
Rv2142A,parD2,False,,0,1,1,1,0.0,0.48648648648648646,,0.8335072200774719,False
Rv2143,Rv2143,False,,4,9,9,9,0.35294117647058826,0.13187969254550178,,0.5306623269850212,False
Rv2145c,wag31,False,,0,2,2,2,0.0,0.23324694557571268,,0.6475022882270176,False
Rv2147c,Rv2147c,False,,1,4,4,5,0.21621621621621623,0.19351726799151076,,0.6475022882270176,False
Rv2148c,Rv2148c,False,,1,1,2,3,0.9459459459459459,1.0,,1.0,False
Rv2149c,yfiH,False,,1,0,1,1,inf,1.0,,1.0,False
Rv2150c,ftsZ,False,,1,3,3,3,0.2972972972972973,0.35114798379317,,0.8051873237689442,False
Rv2151c,ftsQ,False,,0,2,1,1,0.0,0.23324694557571268,,0.6475022882270176,False
Rv2152c,murC,False,,3,2,3,4,1.457142857142857,1.0,,1.0,False
Rv2153c,murG,False,,2,8,10,11,0.19444444444444445,0.04377157393176042,,0.33514088463950475,False
Rv2154c,ftsW,False,,0,4,4,4,0.0,0.05119387185758014,,0.33592375281992326,False
Rv2155c,murD,False,,2,13,11,12,0.09829059829059829,0.0011720809337903378,,0.06869534272428701,False
Rv2157c,murF,False,,4,1,5,5,4.117647058823529,0.35847964499324725,,0.8053297474658184,False
Rv2158c,murE,False,,7,4,6,7,1.8064516129032258,0.5171007004947722,,0.8646801807801734,False
Rv2159c,Rv2159c,False,,0,2,1,1,0.0,0.23324694557571268,,0.6475022882270176,False
Rv2161c,Rv2161c,False,,2,5,4,4,0.34444444444444444,0.2552785444052043,,0.6654135587620951,False
Rv2162c,PE_PGRS38,False,,11,14,21,23,0.6402116402116402,0.4625151781899379,,0.8335072200774719,False
Rv2163c,pbpB,False,,3,0,3,5,inf,0.24028137726767862,,0.6477547394782668,False
Rv2164c,Rv2164c,False,,2,11,8,8,0.12626262626262627,0.005495365408026016,,0.12277465508170443,False
Rv2165c,Rv2165c,False,,3,5,5,5,0.5314285714285715,0.4737118541210014,,0.8335072200774719,False
Rv2166c,Rv2166c,False,,1,1,1,1,0.9459459459459459,1.0,,1.0,False
Rv2169c,Rv2169c,False,,0,1,1,1,0.0,0.48648648648648646,,0.8335072200774719,False
Rv2170,Rv2170,False,,2,0,2,2,inf,0.49352091817845234,,0.8335072200774719,False
Rv2171,lppM,False,,4,3,5,5,1.2941176470588236,1.0,,1.0,False
Rv2173,idsA2,False,,1,6,4,4,0.13513513513513514,0.05278124973785536,,0.33592375281992326,False
Rv2174,mptA,False,,1,5,5,6,0.16756756756756758,0.10274811465577266,,0.45614703969108017,False
Rv2175c,Rv2175c,False,,0,7,2,2,0.0,0.004638684771896191,,0.11499396864595803,False
Rv2176,pknL,False,,4,10,5,5,0.3058823529411765,0.0774223109103874,,0.44046260022970984,False
Rv2177c,Rv2177c,False,,9,13,15,18,0.5490716180371353,0.311350894709828,,0.7767339350783535,False
Rv2178c,aroG,False,,2,2,4,6,0.9444444444444444,1.0,,1.0,False
Rv2179c,Rv2179c,False,,4,1,2,2,4.117647058823529,0.35847964499324725,,0.8053297474658184,False
Rv2180c,Rv2180c,False,,3,1,4,5,3.0,0.6150877869959483,,0.911193566611215,False
Rv2181,Rv2181,False,,1,7,4,4,0.11196911196911197,0.02629972719429304,,0.23308133225942204,False
Rv2183c,Rv2183c,False,,3,1,3,3,3.0,0.6150877869959483,,0.911193566611215,False
Rv2184c,Rv2184c,False,,2,6,6,6,0.2777777777777778,0.14729830450796125,,0.5663476024736688,False
Rv2185c,TB16.3,False,,0,6,2,2,0.0,0.010514352149631367,,0.16789810076776215,False
Rv2187,fadD15,False,,3,9,10,15,0.2571428571428571,0.06110160373142372,,0.36221602880919246,False
Rv2188c,pimB,False,,0,1,1,3,0.0,0.48648648648648646,,0.8335072200774719,False
Rv2189c,Rv2189c,False,,0,2,2,4,0.0,0.23324694557571268,,0.6475022882270176,False
Rv2190c,Rv2190c,False,,0,1,1,2,0.0,0.48648648648648646,,0.8335072200774719,False
Rv2191,Rv2191,False,,3,10,9,9,0.22285714285714286,0.0332281708170136,,0.28384063987063424,False
Rv2192c,trpD,False,,2,3,5,5,0.6111111111111112,0.6700752459965272,,0.9516178317360338,False
Rv2194,qcrC,False,,2,7,4,4,0.23015873015873015,0.08175582255321553,,0.44046260022970984,False
Rv2195,qcrA,False,,1,3,4,4,0.2972972972972973,0.35114798379317,,0.8051873237689442,False
Rv2196,qcrB,False,,2,2,4,4,0.9444444444444444,1.0,,1.0,False
Rv2197c,Rv2197c,False,,0,8,3,3,0.0,0.002007788931119247,,0.0900963514027561,False
Rv2198c,mmpS3,False,,4,1,6,7,4.117647058823529,0.35847964499324725,,0.8053297474658184,False
Rv2199c,Rv2199c,False,,1,1,2,2,0.9459459459459459,1.0,,1.0,False
Rv2200c,ctaC,False,,1,0,2,2,inf,1.0,,1.0,False
Rv2201,asnB,False,,4,2,4,4,2.0,0.6748567641704906,,0.9516178317360338,False
Rv2202c,adoK,False,,3,2,5,5,1.457142857142857,1.0,,1.0,False
Rv2203,Rv2203,False,,1,5,2,2,0.16756756756756758,0.10274811465577266,,0.45614703969108017,False
Rv2205c,Rv2205c,False,,5,8,10,10,0.5303030303030303,0.36876109849965005,,0.8226923185533414,False
Rv2206,Rv2206,False,,1,6,3,3,0.13513513513513514,0.05278124973785536,,0.33592375281992326,False
Rv2207,cobT,False,,3,1,4,5,3.0,0.6150877869959483,,0.911193566611215,False
Rv2208,cobS,False,,2,7,4,5,0.23015873015873015,0.08175582255321553,,0.44046260022970984,False
Rv2209,Rv2209,False,,4,11,8,8,0.26737967914438504,0.043743328287505975,,0.33514088463950475,False
Rv2211c,gcvT,False,,2,1,2,2,1.9444444444444444,1.0,,1.0,False
Rv2212,Rv2212,False,,7,11,8,9,0.5131964809384164,0.28266348838960825,,0.7255916483281399,False
Rv2213,pepB,False,,3,11,8,9,0.19480519480519481,0.017434653667657445,,0.2323528092174648,False
Rv2214c,ephD,False,,3,4,4,5,0.6857142857142857,0.7071320118447433,,0.9795947565414673,False
Rv2215,dlaT,False,,5,8,7,7,0.5303030303030303,0.36876109849965005,,0.8226923185533414,False
Rv2216,Rv2216,False,,0,1,1,2,0.0,0.48648648648648646,,0.8335072200774719,False
Rv2217,lipB,False,,0,1,1,1,0.0,0.48648648648648646,,0.8335072200774719,False
Rv2218,lipA,False,,1,1,2,2,0.9459459459459459,1.0,,1.0,False
Rv2219,Rv2219,False,,0,1,1,1,0.0,0.48648648648648646,,0.8335072200774719,False
Rv2219A,Rv2219A,False,,2,2,4,4,0.9444444444444444,1.0,,1.0,False
Rv2220,glnA1,False,,3,3,6,6,0.9428571428571428,1.0,,1.0,False
Rv2221c,glnE,False,,1,8,7,8,0.0945945945945946,0.012730682585194974,,0.178380512903226,False
Rv2222c,glnA2,False,,0,3,3,3,0.0,0.11014439096630878,,0.45614703969108017,False
Rv2223c,Rv2223c,False,,4,8,8,9,0.4117647058823529,0.2159302455790701,,0.6475022882270176,False
Rv2224c,caeA,False,,2,5,6,7,0.34444444444444444,0.2552785444052043,,0.6654135587620951,False
Rv2225,panB,False,,1,2,2,2,0.4594594594594595,0.6095890410958903,,0.911193566611215,False
Rv2226,Rv2226,False,,4,2,6,7,2.0,0.6748567641704906,,0.9516178317360338,False
Rvns01,rnpB,False,,1,5,2,2,0.16756756756756758,0.10274811465577266,,0.45614703969108017,False
Rv2227,Rv2227,False,,3,4,4,5,0.6857142857142857,0.7071320118447433,,0.9795947565414673,False
Rv2228c,Rv2228c,False,,1,5,2,3,0.16756756756756758,0.10274811465577266,,0.45614703969108017,False
Rv2229c,Rv2229c,False,,0,3,4,4,0.0,0.11014439096630878,,0.45614703969108017,False
Rv2230c,Rv2230c,False,,4,4,6,9,0.9411764705882353,1.0,,1.0,False
Rv2231c,cobC,False,,1,2,3,4,0.4594594594594595,0.6095890410958903,,0.911193566611215,False
Rv2231A,vapC16,False,,0,3,3,3,0.0,0.11014439096630878,,0.45614703969108017,False
Rv2232,ptkA,False,,0,1,1,1,0.0,0.48648648648648646,,0.8335072200774719,False
Rv2234,ptpA,False,,4,3,4,4,1.2941176470588236,1.0,,1.0,False
Rv2235,Rv2235,False,,1,0,1,2,inf,1.0,,1.0,False
Rv2236c,cobD,False,,2,9,7,9,0.16666666666666666,0.022647941045836978,,0.23308133225942204,False
Rv2237,Rv2237,False,,1,3,3,4,0.2972972972972973,0.35114798379317,,0.8051873237689442,False
Rv2240c,Rv2240c,False,,1,0,1,2,inf,1.0,,1.0,False
Rv2241,aceE,False,,3,10,8,8,0.22285714285714286,0.0332281708170136,,0.28384063987063424,False
Rv2242,Rv2242,False,,0,6,1,3,0.0,0.010514352149631367,,0.16789810076776215,False
Rv2243,fabD,False,,0,5,2,3,0.0,0.023402912849179495,,0.23308133225942204,False
Rv2244,acpM,False,,1,1,1,1,0.9459459459459459,1.0,,1.0,False
Rv2245,kasA,False,,4,2,4,5,2.0,0.6748567641704906,,0.9516178317360338,False
Rv2246,kasB,False,,0,5,1,1,0.0,0.023402912849179495,,0.23308133225942204,False
Rv2247,accD6,False,,1,5,2,4,0.16756756756756758,0.10274811465577266,,0.45614703969108017,False
Rv2248,Rv2248,False,,5,8,8,9,0.5303030303030303,0.36876109849965005,,0.8226923185533414,False
Rv2249c,glpD1,False,,5,2,7,7,2.5757575757575757,0.4309993372983584,,0.8335072200774719,False
Rv2250c,Rv2250c,False,,1,0,1,1,inf,1.0,,1.0,False
Rv2251,Rv2251,False,,2,7,4,6,0.23015873015873015,0.08175582255321553,,0.44046260022970984,False
Rv2252,Rv2252,False,,4,2,5,5,2.0,0.6748567641704906,,0.9516178317360338,False
Rv2253,Rv2253,False,,0,1,1,1,0.0,0.48648648648648646,,0.8335072200774719,False
Rv2254c,Rv2254c,False,,0,2,1,2,0.0,0.23324694557571268,,0.6475022882270176,False
Rv2256c,Rv2256c,False,,2,1,2,3,1.9444444444444444,1.0,,1.0,False
Rv2257c,Rv2257c,False,,1,3,3,4,0.2972972972972973,0.35114798379317,,0.8051873237689442,False
Rv2258c,Rv2258c,False,,1,9,4,5,0.08108108108108109,0.005991541700743262,,0.12277465508170443,False
Rv2259,mscR,False,,3,7,5,5,0.3551020408163265,0.18468088333393254,,0.6475022882270176,False
Rv2260,Rv2260,False,,1,1,2,3,0.9459459459459459,1.0,,1.0,False
Rv2263,Rv2263,False,,0,2,2,3,0.0,0.23324694557571268,,0.6475022882270176,False
Rv2264c,Rv2264c,False,,4,9,10,12,0.35294117647058826,0.13187969254550178,,0.5306623269850212,False
Rv2265,Rv2265,False,,0,10,5,6,0.0,0.000353820147302133,,0.04180974740620205,True
Rv2266,cyp124,False,,2,3,3,4,0.6111111111111112,0.6700752459965272,,0.9516178317360338,False
Rv2267c,Rv2267c,False,,1,6,3,5,0.13513513513513514,0.05278124973785536,,0.33592375281992326,False
Rv2268c,cyp128,False,,4,3,5,6,1.2941176470588236,1.0,,1.0,False
Rv2269c,Rv2269c,False,,0,5,1,1,0.0,0.023402912849179495,,0.23308133225942204,False
Rv2270,lppN,False,,2,0,3,4,inf,0.49352091817845234,,0.8335072200774719,False
Rv2271,Rv2271,False,,0,2,1,1,0.0,0.23324694557571268,,0.6475022882270176,False
Rv2273,Rv2273,False,,0,5,2,2,0.0,0.023402912849179495,,0.23308133225942204,False
Rv2274c,mazF8,False,,2,2,3,4,0.9444444444444444,1.0,,1.0,False
Rv2275,Rv2275,False,,2,2,2,4,0.9444444444444444,1.0,,1.0,False
Rv2276,cyp121,False,,0,3,3,4,0.0,0.11014439096630878,,0.45614703969108017,False
Rv2280,Rv2280,False,,4,8,6,8,0.4117647058823529,0.2159302455790701,,0.6475022882270176,False
Rv2281,pitB,False,,0,3,3,4,0.0,0.11014439096630878,,0.45614703969108017,False
Rv2282c,Rv2282c,False,,2,1,3,3,1.9444444444444444,1.0,,1.0,False
Rv2283,Rv2283,False,,0,2,1,1,0.0,0.23324694557571268,,0.6475022882270176,False
Rv2284,lipM,False,,1,1,2,2,0.9459459459459459,1.0,,1.0,False
Rv2285,Rv2285,False,,1,3,3,3,0.2972972972972973,0.35114798379317,,0.8051873237689442,False
Rv2286c,Rv2286c,False,,8,3,9,9,2.933333333333333,0.19182845699926016,,0.6475022882270176,False
Rv2287,yjcE,False,,0,1,1,1,0.0,0.48648648648648646,,0.8335072200774719,False
Rv2288,Rv2288,False,,0,1,1,1,0.0,0.48648648648648646,,0.8335072200774719,False
Rv2289,cdh,False,,0,3,3,3,0.0,0.11014439096630878,,0.45614703969108017,False
Rv2290,lppO,False,,0,1,1,3,0.0,0.48648648648648646,,0.8335072200774719,False
Rv2291,sseB,False,,1,2,3,4,0.4594594594594595,0.6095890410958903,,0.911193566611215,False
Rv2293c,Rv2293c,False,,1,1,2,3,0.9459459459459459,1.0,,1.0,False
Rv2294,Rv2294,False,,4,2,4,4,2.0,0.6748567641704906,,0.9516178317360338,False
Rv2295,Rv2295,False,,1,2,3,3,0.4594594594594595,0.6095890410958903,,0.911193566611215,False
Rv2296,Rv2296,False,,1,2,2,2,0.4594594594594595,0.6095890410958903,,0.911193566611215,False
Rv2297,Rv2297,False,,0,1,1,1,0.0,0.48648648648648646,,0.8335072200774719,False
Rv2298,Rv2298,False,,5,0,4,5,inf,0.0545624729495075,,0.3387460010613031,False
Rv2299c,htpG,False,,0,8,5,5,0.0,0.002007788931119247,,0.0900963514027561,False
Rv2300c,Rv2300c,False,,1,2,3,3,0.4594594594594595,0.6095890410958903,,0.911193566611215,False
Rv2302,Rv2302,False,,1,3,2,2,0.2972972972972973,0.35114798379317,,0.8051873237689442,False
Rv2303c,Rv2303c,False,,2,2,3,4,0.9444444444444444,1.0,,1.0,False
Rv2305,Rv2305,False,,1,9,5,5,0.08108108108108109,0.005991541700743262,,0.12277465508170443,False
Rv2307c,Rv2307c,False,,2,7,2,3,0.23015873015873015,0.08175582255321553,,0.44046260022970984,False
Rv2307A,Rv2307A,False,,1,0,1,1,inf,1.0,,1.0,False
Rv2307B,Rv2307B,False,,1,7,2,2,0.11196911196911197,0.02629972719429304,,0.23308133225942204,False
Rv2308,Rv2308,False,,0,3,3,5,0.0,0.11014439096630878,,0.45614703969108017,False
Rv2308a,Rv2308a,False,,2,1,3,3,1.9444444444444444,1.0,,1.0,False
Rv2309A,Rv2309A,False,,1,0,1,1,inf,1.0,,1.0,False
Rv2310,Rv2310,False,,0,1,1,1,0.0,0.48648648648648646,,0.8335072200774719,False
Rv2312,Rv2312,False,,1,0,1,1,inf,1.0,,1.0,False
Rv2313c,Rv2313c,False,,1,3,4,4,0.2972972972972973,0.35114798379317,,0.8051873237689442,False
Rv2314c,Rv2314c,False,,2,4,6,8,0.4444444444444444,0.42382706003741333,,0.8335072200774719,False
Rv2315c,Rv2315c,False,,3,5,8,8,0.5314285714285715,0.4737118541210014,,0.8335072200774719,False
Rv2316,uspA,False,,2,1,3,5,1.9444444444444444,1.0,,1.0,False
Rv2317,uspB,False,,2,5,2,2,0.34444444444444444,0.2552785444052043,,0.6654135587620951,False
Rv2318,uspC,False,,2,2,4,5,0.9444444444444444,1.0,,1.0,False
Rv2319c,Rv2319c,False,,1,7,4,7,0.11196911196911197,0.02629972719429304,,0.23308133225942204,False
Rv2320c,rocE,False,,5,11,9,9,0.3443526170798898,0.09235171650592805,,0.45614703969108017,False
Rv2323c,Rv2323c,False,,2,9,7,7,0.16666666666666666,0.022647941045836978,,0.23308133225942204,False
Rv2324,Rv2324,False,,2,1,3,3,1.9444444444444444,1.0,,1.0,False
Rv2325c,Rv2325c,False,,1,0,2,2,inf,1.0,,1.0,False
Rv2326c,Rv2326c,False,,4,4,6,7,0.9411764705882353,1.0,,1.0,False
Rv2327,Rv2327,False,,0,2,2,3,0.0,0.23324694557571268,,0.6475022882270176,False
Rv2328,PE23,False,,0,1,1,3,0.0,0.48648648648648646,,0.8335072200774719,False
Rv2329c,narK1,False,,2,4,5,6,0.4444444444444444,0.42382706003741333,,0.8335072200774719,False
Rv2330c,lppP,False,,2,0,2,3,inf,0.49352091817845234,,0.8335072200774719,False
Rv2331,Rv2331,False,,1,0,1,1,inf,1.0,,1.0,False
Rv2331A,Rv2331A,False,,0,2,2,2,0.0,0.23324694557571268,,0.6475022882270176,False
Rv2332,mez,False,,5,5,9,10,0.9393939393939394,1.0,,1.0,False
Rv2333c,stp,False,,4,11,8,10,0.26737967914438504,0.043743328287505975,,0.33514088463950475,False
Rv2334,cysK1,False,,0,2,2,2,0.0,0.23324694557571268,,0.6475022882270176,False
Rv2335,cysE,False,,2,2,4,4,0.9444444444444444,1.0,,1.0,False
Rv2336,Rv2336,False,,3,7,5,6,0.3551020408163265,0.18468088333393254,,0.6475022882270176,False
Rv2337c,Rv2337c,False,,0,5,6,8,0.0,0.023402912849179495,,0.23308133225942204,False
Rv2338c,moeW,False,,1,2,3,3,0.4594594594594595,0.6095890410958903,,0.911193566611215,False
Rv2339,mmpL9,False,,6,14,16,18,0.29464285714285715,0.03610309498123683,,0.3061853390155133,False
Rv2340c,PE_PGRS39,False,,6,9,14,14,0.5625,0.3927464119509913,,0.8335072200774719,False
Rv2341,lppQ,False,,0,1,1,1,0.0,0.48648648648648646,,0.8335072200774719,False
Rv2342,Rv2342,False,,1,2,2,2,0.4594594594594595,0.6095890410958903,,0.911193566611215,False
Rv2343c,dnaG,False,,1,10,4,5,0.07027027027027027,0.0027425156556509086,,0.10567628260089643,False
Rv2344c,dgt,False,,2,6,2,3,0.2777777777777778,0.14729830450796125,,0.5663476024736688,False
Rv2345,Rv2345,False,,2,6,5,6,0.2777777777777778,0.14729830450796125,,0.5663476024736688,False
Rv2346c,esxO,False,,1,4,3,10,0.21621621621621623,0.19351726799151076,,0.6475022882270176,False
Rv2347c,esxP,False,,6,5,10,13,1.1625,1.0,,1.0,False
Rv2348c,Rv2348c,False,,0,3,1,1,0.0,0.11014439096630878,,0.45614703969108017,False
Rv2349c,plcC,False,,1,5,5,7,0.16756756756756758,0.10274811465577266,,0.45614703969108017,False
Rv2350c,plcB,False,,2,8,7,7,0.19444444444444445,0.04377157393176042,,0.33514088463950475,False
Rv2351c,plcA,False,,6,7,50,54,0.7767857142857143,0.765120408744056,,1.0,False
Rv2352c,PPE38,False,,3,4,8,8,0.6857142857142857,0.7071320118447433,,0.9795947565414673,False
Rv2353c,PPE39,False,,3,9,9,10,0.2571428571428571,0.06110160373142372,,0.36221602880919246,False
Rv2357c,glyS,False,,1,3,3,3,0.2972972972972973,0.35114798379317,,0.8051873237689442,False
Rv2358,smtB,False,,1,4,1,1,0.21621621621621623,0.19351726799151076,,0.6475022882270176,False
Rv2359,zur,False,,0,7,5,6,0.0,0.004638684771896191,,0.11499396864595803,False
Rv2360c,Rv2360c,False,,3,1,4,4,3.0,0.6150877869959483,,0.911193566611215,False
Rv2361c,Rv2361c,False,,0,2,2,2,0.0,0.23324694557571268,,0.6475022882270176,False
Rv2362c,recO,False,,1,1,2,3,0.9459459459459459,1.0,,1.0,False
Rv2363,amiA2,False,,0,2,2,2,0.0,0.23324694557571268,,0.6475022882270176,False
Rv2364c,era,False,,1,1,3,3,0.9459459459459459,1.0,,1.0,False
Rv2366c,Rv2366c,False,,1,6,3,4,0.13513513513513514,0.05278124973785536,,0.33592375281992326,False
Rv2367c,Rv2367c,False,,1,1,2,2,0.9459459459459459,1.0,,1.0,False
Rv2368c,phoH1,False,,1,3,3,3,0.2972972972972973,0.35114798379317,,0.8051873237689442,False
Rv2369c,Rv2369c,False,,2,0,1,1,inf,0.49352091817845234,,0.8335072200774719,False
Rv2370c,Rv2370c,False,,3,5,5,5,0.5314285714285715,0.4737118541210014,,0.8335072200774719,False
Rv2372c,Rv2372c,False,,0,5,4,5,0.0,0.023402912849179495,,0.23308133225942204,False
Rv2373c,dnaJ2,False,,1,4,4,5,0.21621621621621623,0.19351726799151076,,0.6475022882270176,False
Rv2374c,hrcA,False,,1,6,7,8,0.13513513513513514,0.05278124973785536,,0.33592375281992326,False
Rv2376c,cfp2,False,,0,1,1,1,0.0,0.48648648648648646,,0.8335072200774719,False
Rv2378c,mbtG,False,,1,0,1,2,inf,1.0,,1.0,False
Rv2379c,mbtF,False,,4,5,8,10,0.7294117647058823,0.7324847630581837,,0.9971806778192247,False
Rv2380c,mbtE,False,,13,15,24,26,0.728,0.6325022170140657,,0.9358181800145505,False
Rv2381c,mbtD,False,,6,5,9,9,1.1625,1.0,,1.0,False
Rv2382c,mbtC,False,,1,4,4,4,0.21621621621621623,0.19351726799151076,,0.6475022882270176,False
Rv2383c,mbtB,False,,5,9,13,14,0.45454545454545453,0.24211623692337897,,0.6497366085491132,False
Rv2384,mbtA,False,,0,2,2,2,0.0,0.23324694557571268,,0.6475022882270176,False
Rv2385,mbtJ,False,,5,5,5,5,0.9393939393939394,1.0,,1.0,False
Rv2386c,mbtI,False,,1,2,3,3,0.4594594594594595,0.6095890410958903,,0.911193566611215,False
Rv2386a,Rv2386a,False,,0,1,2,3,0.0,0.48648648648648646,,0.8335072200774719,False
Rv2387,Rv2387,False,,2,0,3,3,inf,0.49352091817845234,,0.8335072200774719,False
Rv2388c,hemN,False,,1,0,1,1,inf,1.0,,1.0,False
Rv2390c,Rv2390c,False,,1,1,2,2,0.9459459459459459,1.0,,1.0,False
Rv2391,sirA,False,,0,1,1,1,0.0,0.48648648648648646,,0.8335072200774719,False
Rv2392,cysH,False,,1,1,2,2,0.9459459459459459,1.0,,1.0,False
Rv2393,che1,False,,0,3,2,3,0.0,0.11014439096630878,,0.45614703969108017,False
Rv2394,ggtB,False,,3,9,7,9,0.2571428571428571,0.06110160373142372,,0.36221602880919246,False
Rv2395,Rv2395,False,,4,3,7,9,1.2941176470588236,1.0,,1.0,False
RVnc0024,mcr7,False,,0,1,1,1,0.0,0.48648648648648646,,0.8335072200774719,False
Rv2395B,aprB,False,,0,1,1,1,0.0,0.48648648648648646,,0.8335072200774719,False
Rv2396,PE_PGRS41,False,,5,9,10,12,0.45454545454545453,0.24211623692337897,,0.6497366085491132,False
Rv2397c,cysA1,False,,1,6,3,3,0.13513513513513514,0.05278124973785536,,0.33592375281992326,False
Rv2398c,cysW,False,,0,5,3,4,0.0,0.023402912849179495,,0.23308133225942204,False
Rv2399c,cysT,False,,1,1,2,2,0.9459459459459459,1.0,,1.0,False
Rv2400c,subI,False,,0,5,1,3,0.0,0.023402912849179495,,0.23308133225942204,False
Rv2402,Rv2402,False,,3,4,6,7,0.6857142857142857,0.7071320118447433,,0.9795947565414673,False
Rv2403c,lppR,False,,0,1,1,1,0.0,0.48648648648648646,,0.8335072200774719,False
Rv2404c,lepA,False,,1,6,5,5,0.13513513513513514,0.05278124973785536,,0.33592375281992326,False
Rv2405,Rv2405,False,,0,1,1,1,0.0,0.48648648648648646,,0.8335072200774719,False
Rv2406c,Rv2406c,False,,0,2,1,2,0.0,0.23324694557571268,,0.6475022882270176,False
Rv2407,Rv2407,False,,0,6,2,3,0.0,0.010514352149631367,,0.16789810076776215,False
Rv2408,PE24,False,,0,2,2,3,0.0,0.23324694557571268,,0.6475022882270176,False
Rv2409c,Rv2409c,False,,1,1,2,3,0.9459459459459459,1.0,,1.0,False
Rv2411c,Rv2411c,False,,4,1,4,5,4.117647058823529,0.35847964499324725,,0.8053297474658184,False
Rv2413c,Rv2413c,False,,2,7,3,3,0.23015873015873015,0.08175582255321553,,0.44046260022970984,False
Rv2414c,Rv2414c,False,,4,3,6,8,1.2941176470588236,1.0,,1.0,False
Rv2415c,Rv2415c,False,,4,1,4,5,4.117647058823529,0.35847964499324725,,0.8053297474658184,False
Rv2416c,eis,True,aminoglycosides,1,3,3,3,0.2972972972972973,0.35114798379317,,0.8051873237689442,False
Rv2417c,Rv2417c,False,,2,0,2,2,inf,0.49352091817845234,,0.8335072200774719,False
Rv2418c,Rv2418c,False,,0,2,1,1,0.0,0.23324694557571268,,0.6475022882270176,False
Rv2419c,gpgP,False,,3,0,2,2,inf,0.24028137726767862,,0.6477547394782668,False
Rv2421c,nadD,False,,1,2,3,3,0.4594594594594595,0.6095890410958903,,0.911193566611215,False
Rv2423,Rv2423,False,,4,10,6,8,0.3058823529411765,0.0774223109103874,,0.44046260022970984,False
Rv2424c,Rv2424c,False,,14,13,17,21,1.0320512820512822,1.0,,1.0,False
Rv2425c,Rv2425c,False,,5,2,4,4,2.5757575757575757,0.4309993372983584,,0.8335072200774719,False
Rv2426c,Rv2426c,False,,0,4,4,6,0.0,0.05119387185758014,,0.33592375281992326,False
Rv2427c,proA,False,,1,10,4,4,0.07027027027027027,0.0027425156556509086,,0.10567628260089643,False
Rv2428,ahpC,False,,1,0,1,1,inf,1.0,,1.0,False
Rv2430c,PPE41,False,,1,8,6,6,0.0945945945945946,0.012730682585194974,,0.178380512903226,False
Rv2433c,Rv2433c,False,,0,1,1,2,0.0,0.48648648648648646,,0.8335072200774719,False
Rv2434c,Rv2434c,False,,2,15,7,7,0.07777777777777778,0.0002191924141727356,,0.03172219357082212,True
Rv2435c,Rv2435c,False,,3,2,6,7,1.457142857142857,1.0,,1.0,False
Rv2436,rbsK,False,,0,3,3,4,0.0,0.11014439096630878,,0.45614703969108017,False
Rv2438c,nadE,False,,1,6,7,8,0.13513513513513514,0.05278124973785536,,0.33592375281992326,False
Rv2439c,proB,False,,0,3,3,5,0.0,0.11014439096630878,,0.45614703969108017,False
Rv2440c,obg,False,,1,15,4,5,0.03783783783783784,3.5849955710122175e-05,,0.0141208992213759,True
Rv2441c,rpmA,False,,1,0,1,1,inf,1.0,,1.0,False
Rv2442c,rplU,False,,1,0,1,1,inf,1.0,,1.0,False
Rv2443,dctA,False,,2,8,10,11,0.19444444444444445,0.04377157393176042,,0.33514088463950475,False
Rv2444c,rne,False,,6,7,11,11,0.7767857142857143,0.765120408744056,,1.0,False
Rv2447c,folC,False,,4,1,6,6,4.117647058823529,0.35847964499324725,,0.8053297474658184,False
Rv2448c,valS,False,,4,5,7,7,0.7294117647058823,0.7324847630581837,,0.9971806778192247,False
Rv2449c,Rv2449c,False,,4,14,7,7,0.18487394957983194,0.0063056122394467805,,0.12773368793622192,False
Rv2450c,rpfE,False,,0,1,1,3,0.0,0.48648648648648646,,0.8335072200774719,False
Rv2451,Rv2451,False,,3,2,4,4,1.457142857142857,1.0,,1.0,False
Rv2453c,mobA,False,,0,7,2,2,0.0,0.004638684771896191,,0.11499396864595803,False
Rv2454c,Rv2454c,False,,3,3,5,6,0.9428571428571428,1.0,,1.0,False
Rv2455c,Rv2455c,False,,2,2,4,5,0.9444444444444444,1.0,,1.0,False
